media,pdf_link,zipcode
SEGRE.COM - CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6436/10/2024/,25007
TIMEOUT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4619/10/2024/,08002
CATALUNYADIARI.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6142/10/2024/,08006
GRUP RACOCATALA (P),https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/325/10/2024/,08010
AUDIO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10799/10/2024/,08010
RACOCATALA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7303/10/2024/,08010
RACOCATALA.CAT - VERSOS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5702/10/2024/,08010
RACOCATALA.CAT - NATIONALIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5732/10/2024/,08010
RACOCATALA.CAT - BLOG.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7307/10/2024/,08010
SOCIAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7311/10/2024/,08010
VIASONA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3086/10/2024/,08010
EMPORDA.INFO,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/574/10/2024/,17600
SOM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7131/10/2024/,08020
CUINA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1341/10/2024/,08020
DESCOBRIR.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1339/10/2024/,08020
MOLLETAMA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2794/10/2024/,08020
PETITSAPIENS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8843/10/2024/,08020
SAPIENS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1340/10/2024/,08020
SOMGRANOLLERS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5582/10/2024/,08020
SOMLALLAGOSTA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7151/10/2024/,08020
SOMLESFRANQUESES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7135/10/2024/,08020
SOMMARTORELLES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7147/10/2024/,08020
SOMMOLLET.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1058/10/2024/,08020
SOMMONTMELO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7159/10/2024/,08020
SOMMONTORNES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7155/10/2024/,08020
SOMPARETS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7139/10/2024/,08020
SOMSANTFOST.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7143/10/2024/,08020
SOMVALLES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3152/10/2024/,08020
LACIUTAT.CAT - CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6679/10/2024/,43004
DIARIDETERRASSA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8447/10/2024/,08221
ARA.CAT - ARABALEARS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4523/10/2024/,08015
DIARIDESABADELL.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8067/10/2024/,08201
ELPERIODICO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4870/10/2024/,08908
DIARIMES.COM - CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5802/10/2024/,43005
CATORZE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5718/10/2024/,08024
TARRAGONADIGITAL.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3256/10/2024/,08202
EL9NOU.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3192/10/2024/,08500
DIARIANDORRA.AD,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10147/10/2024/,
LAREPUBLICA.CAT (P),https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7907/10/2024/,08014
ELMONCASTELLER.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8311/10/2024/,08014
FESTADIRECTE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10107/10/2024/,08014
LAREPUBLICA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/659/10/2024/,08014
LASREPUBLICAS.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7795/10/2024/,08014
MESECONOMIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6615/10/2024/,08014
SOCPETIT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1119/10/2024/,08014
TERRITORIRURAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10111/10/2024/,08014
EBREDIGITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4847/10/2024/,43500
EBREDIGITAL.CAT - IMAGINARADIO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5176/10/2024/,43500
EBREDIGITAL.CAT - SETMANARILEBRE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5178/10/2024/,43500
ELMONDELATELE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9083/10/2024/,08202
SURTDECASA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5422/10/2024/,43520
LÍNIA COMUNICACIÓ21,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9195/10/2024/,08013
COMUNICACIO21.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2786/10/2024/,08013
CULTURA21.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10759/10/2024/,08013
CULTURAB.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10947/10/2024/,08025
ESPAI.MEDIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10763/10/2024/,08013
EXTERIOR.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10755/10/2024/,08013
LINIAXARXA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9199/10/2024/,08013
ORGULL.BARCELONA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10767/10/2024/,08025
ARA.CAT - NUVOL.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3084/10/2024/,08001
CATALUNYARELIGIO.CAT - CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7863/10/2024/,08025
TOTSANTCUGAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3266/10/2024/,08172
REUSDIGITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1035/10/2024/,43201
VIAEMPRESA.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8183/10/2024/,08172
DBALEARS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3530/10/2024/,07001
CAPGROS.COM - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8807/10/2024/,08302
RADIOSABADELL.FM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10815/10/2024/,08202
AGUAITA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5818/10/2024/,08202
EIXDIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3210/10/2024/,08800
DIRECTA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9911/10/2024/,08028
FESTACATALUNYA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7119/10/2024/,08711
ELTRIANGLE.EU - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9983/10/2024/,08029
ARA.CAT - ARA.AD,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4845/10/2024/,08015
ELCRITIC.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5558/10/2024/,08010
ADOLESCENTS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2498/10/2024/,08500
PALLARSDIGITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9555/10/2024/,25620
AQUIBERGUEDA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1075/10/2024/,08600
ENDERROCK.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3216/10/2024/,08008
ENDERROCK.CAT - EDR,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5250/10/2024/,08008
FIRESCATALANES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10735/10/2024/,08750
VEUANOIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4715/10/2024/,08700
CATALUNYAPRESS.CAT- CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5698/10/2024/,08007
ELTEMPS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9135/10/2024/,46001
CUGAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/948/10/2024/,08172
LAMANYANA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5894/10/2024/,25004
TOTRUBI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8783/10/2024/,08172
REVISTACAMBRILS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1039/10/2024/,43850
LAPREMSADELBAIX.ES,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5140/10/2024/,08940
ELPERIÒDIC.AD,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6877/10/2024/,
DIARIEDUCACIO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5238/10/2024/,08029
DIARIEDUCACIO.CAT - DIARIFP.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8851/10/2024/,08029
TOTCERDANYOLA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8791/10/2024/,08172
ELCARGOL.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5734/10/2024/,08720
JUNIOR-REPORT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10275/10/2024/,08010
VIUREALSPIRINEUS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5298/10/2024/,25700
VIUMOLINSDEREI.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5318/10/2024/,08750
TARRAGONA21.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5874/10/2024/,43007
COMARQUESDEPONENT.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6463/10/2024/,25300
LABUSTIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8603/10/2024/,08640
LAFURAPENEDES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2181/10/2024/,08720
LLEIDADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5864/10/2024/,25001
RADIOCAPITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10547/10/2024/,17256
ANOIADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1765/10/2024/,08700
MARFANTA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8163/10/2024/,43500
CANAL21EBRE.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8171/10/2024/,03500
THENEWBARCELONAPOST.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8979/10/2024/,08008
CATALUNYAMAGRADA.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8799/10/2024/,08172
INFOANOIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5034/10/2024/,08788
TERRITORIS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7299/10/2024/,25230
LAMIRA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7991/10/2024/,08010
INFONORD.ES,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10163/10/2024/,12600
NOVATARREGA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7275/10/2024/,25300
GASTRONOMICAMENT.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6611/10/2024/,07005
PANXING.NET,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5764/10/2024/,08339
BALAGUER.TV,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/4709/10/2024/,25600
ELCUGATENC.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8627/10/2024/,08171
SAVEU.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5868/10/2024/,07100
CATALUNYAPLURAL.CAT - CATALA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7415/10/2024/,08029
VALENCIADIARI.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6434/10/2024/,46007
MOLLERUSSA.TV,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5704/10/2024/,25230
INFOCAMP.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5508/10/2024/,43001
RÀDIO CIUTAT DE TARRAGONA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8503/10/2024/,43005
PIRINEUSTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10979/10/2024/,25700
UEPMALLORCA.APP,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10391/10/2024/,07011
ELSOLLER.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5790/10/2024/,07011
JORNAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10271/10/2024/,08176
PIRINEUSDIGITAL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10415/10/2024/,25700
TDBACTUALITAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8103/10/2024/,43830
ALDIA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3046/10/2024/,08015
EXPRESDESANTANDREU.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6963/10/2024/,08389
VALORS.ORG,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7063/10/2024/,08301
AMICFICCIONS.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10535/10/2024/,08007
COMARQUESNORD.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1076/10/2024/,44586
TARREGA.TV,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5706/10/2024/,25300
MESEBRE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6204/10/2024/,43007
LAGUIADEREUS.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5760/10/2024/,43203
PLAURGELLTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6360/10/2024/,25007
RUBITV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5598/10/2024/,08202
LESVEGUERIES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10095/10/2024/,08720
MANRESADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/2764/10/2024/,08243
ELCAFEDEPIPA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7035/10/2024/,12600
FIRESIFESTES.ES - CATALÀ,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6432/10/2024/,07350
BELLATERRADIARI.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/806/10/2024/,08193
AMIC,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1060/10/2024/,08007
MESOSONA.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/1038/10/2024/,08500
ONABAGES.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5848/10/2024/,08650
GARRIGUESTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6424/10/2024/,25007
INDICADORDEECONOMIA.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7971/10/2024/,43203
DIARISANITAT.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6006/10/2024/,08029
FOSBURY.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5500/10/2024/,08750
LACONCA51.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/7947/10/2024/,43400
SEGARRATV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6364/10/2024/,25007
NOTICIESTGN.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/3186/10/2024/,43003
SEGRIATV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6358/10/2024/,25007
RADIOVALIRA.AD,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10975/10/2024/,25700
NOGUERATV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6354/10/2024/,25007
EBREEXPERIENCE.COM,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10199/10/2024/,43007
BAIX CAMP RADIO,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/8543/10/2024/,43005
DIARITREBALL.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/5714/10/2024/,08029
URGELLTV.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6356/10/2024/,25007
21RADIO.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10851/10/2024/,03500
AUE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/6362/10/2024/,25007
FEMBASE.CAT,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/9415/10/2024/,25001
AMICIB.MEDIA,https://www.ojdinteractiva.es/muestra_acta/mitjans-digitals-en-catala/10531/10/2024/,08007
